Match 302,🐯 wolf,🦁 dde,10:00 AM,🏟 Hall 3,Football,-1,-1
Match 303,🐯 wolf,🐯 ed,10:30 AM,🏟 Hall 1,Football,-1,-1
Match 304,🐯 wolf,🦁 def,11:00 AM,🏟 Hall 2,Football,-1,-1
Match 305,🐯 dedw,🐺 wolf,10:00 AM,🏟 Hall 1,Football,-1,-1
Match 306,🐯 dedw,🐼 New Castle,10:30 AM,🏟 Hall 2,Football,-1,-1
Match 307,🐯 dedw,🦁 sxsa,11:00 AM,🏟 Hall 3,Football,-1,-1
Match 308,🐯 dedw,🦁 dde,11:30 AM,🏟 Hall 1,Football,-1,-1
Match 309,🐯 dedw,🐯 ed,10:00 AM,🏟 Hall 2,Football,-1,-1
Match 310,🐯 dedw,🦁 def,10:30 AM,🏟 Hall 3,Football,-1,-1
Match 311,🐺 wolf,🐼 New Castle,11:00 AM,🏟 Hall 1,Football,-1,-1
Match 312,🐺 wolf,🦁 sxsa,11:30 AM,🏟 Hall 2,Football,-1,-1
Match 313,🐺 wolf,🦁 dde,10:00 AM,🏟 Hall 3,Football,-1,-1
Match 314,🐺 wolf,🐯 ed,10:30 AM,🏟 Hall 1,Football,-1,-1
Match 315,🐺 wolf,🦁 def,11:00 AM,🏟 Hall 2,Football,-1,-1
Match 316,🐼 New Castle,🦁 sxsa,10:00 AM,🏟 Hall 1,Football,-1,-1
Match 317,🐼 New Castle,🦁 dde,10:30 AM,🏟 Hall 2,Football,-1,-1
Match 318,🐼 New Castle,🐯 ed,11:00 AM,🏟 Hall 3,Football,-1,-1
Match 319,🐼 New Castle,🦁 def,11:30 AM,🏟 Hall 1,Football,-1,-1
Match 320,🦁 sxsa,🦁 dde,10:30 AM,🏟 Hall 3,Football,-1,-1
Match 321,🦁 sxsa,🐯 ed,11:30 AM,🏟 Hall 2,Football,-1,-1
Match 322,🦁 sxsa,🦁 def,10:00 AM,🏟 Hall 3,Football,-1,-1
Match 323,🦁 dde,🐯 ed,11:00 AM,🏟 Hall 2,Football,-1,-1
Match 324,🦁 dde,🦁 def,11:30 AM,🏟 Hall 3,Football,-1,-1
Match 325,🐯 ed,🦁 def,10:00 AM,🏟 Hall 1,Football,-1,-1
